"regno","subno","name","orgtype","gd","aob","aob_defined","nhs","ha_no","corr","add1","add2","add3","add4","add5","phone","fax","EmployerName","Address","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline"
"1007878","0","AUTISM TOGETHER","R","MEMORANDUM  AND ARTICLES INCORPORATED 29/10/1991&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 26/09/2006&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 27/09/2008&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 02/03/2013&#x0D;
AS REGISTERED AT COMPANIES HOUSE ON 11/03/2013&#x0D;
AS AMENDED BY CERTIFICATE OF INCORPORATION ON CHANGE OF NAME DATED 22 JUN 2016;","NOT DEFINED","","F","","SUE STUBBS","Autism Together                    ","Unit C                             ","Oak House                          ","6 Tebay Road                       ","Bromborough                        ","0151 334 7510","","AUTISM TOGETHER","Wirral Centre For Autism Oak House (Unit C),
6 Tebay Road Bromborough,
Wirral,
Merseyside,
United Kingdom,
CH62 3PA","02658268","87200",-0.7,0,0,0,0,0,48,52,45,55,44,56,41,59,"http://www.autismtogether.co.uk/2017-2018-gender-pay-gap-data/","Jim Strain (HR & OD Director)","Not Provided","Autism Together","False"
"1003741","0","THE FERNDEN FOUNDATION                                                                                                                                ","R","TRUST DEED DATED 24TH. MAY 1991;","NOT DEFINED","","F","","G.L. PRAIN ESQ.","17 HYLTON ROAD","PETERSFIELD","","","","01730 231723","","FITZROY SUPPORT","Fitzroy House,
8 Hylton Road,
Petersfield,
Hampshire,
United Kingdom,
GU32 3JY","02699902","87900,
88100",-3.6,0.6,-288.1,-20,2.1,5.5,17.9,82.1,26,74,25.6,74.4,18.7,81.3,"https://www.fitzroy.org/wp-content/uploads/Gender-Pay-Reporting-Results.pdf","Robyn Wedderburn (HR Director)","1000 to 4999","Fitzroy Support","False"
"1015988","0","ROYAL VOLUNTARY SERVICE","R","MEMORANDUM  AND ARTICLES INCORPORATED 10/07/1990&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 11/12/1992&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 01/07/1993&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 16/09/1993&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 26/11/1998&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 25/11/1999&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 11/12/1999&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 27/11/2001&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 19/05/2003&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 27/01/2004&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 25/09/2007&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 19/11/2012&#x0D;
AS AMENDED BY CERTIFICATE OF INCORPORATION ON CHANGE OF NAME DATED 10/05/2013&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 25/09/2015;","PRIMARILY IN THE UNITED KINGDOM","","F","","MS Catherine Nightingale","Royal Voluntary Service","Cardiff Gate Beck Court","Cardiff Gate Business Park","Pontprennau","Cardiff","029 2073 9119                      ","","ROYAL VOLUNTARY SERVICE","Beck Court, Cardiff Gate Business Park,
Cardiff,
CF23 8RP","02520413","47110,
49390,
56290,
96090",14.1,0.9,0,0,0,0,26,74,17,83,24,76,33,67,"","John Clark (Executive Director of Finance)","1000 to 4999","ROYAL VOLUNTARY SERVICE","False"
"226064","0","FRIENDS OF THE ELDERLY                                                                                                                                ","R","MEMORANDUM  AND ARTICLES INCORPORATED 09/02/1914&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 10/03/1950&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 20/05/1953&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 20/07/1955&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 18/07/1962&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 21/11/1962&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 18/11/1964&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 13/10/1972&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 02/12/1987&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 14 SEP 2017;","NOT DEFINED","","F","","FRIENDS OF THE ELDERLY","40-42 EBURY STREET                 ","LONDON                             ","","","","020 7730 8263","","TRIANGLE COMMUNITY SERVICES LIMITED","40-42 Ebury Street,
London,
England,
SW1W 0LZ","02698380","88100,
96040",6.7,3.4,-100,-100,0,0.4,6.9,93.1,5.6,94.4,15.3,84.7,13.9,86.1,"","Steve Allen (Chief Executive)","250 to 499","TRIANGLE COMMUNITY SERVICES LIMITED","False"
"1017853","0","ST GEORGE'S WEYBRIDGE","R","MEMORANDUM  AND ARTICLES INCORPORATED 11/02/1993&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 15/11/2010&#x0D;
AS AMENDED BY CERTIFICATE OF INCORPORATION ON CHANGE OF NAME DATED 24/12/2012;","IN PRACTICE, SURREY","","F","","MRS PAULINE CARTER","ST. GEORGES COLLEGE","WEYBRIDGE ROAD","ADDLESTONE","","","01932 839312","","ST GEORGE'S WEYBRIDGE","St George's College,
Weybridge Road,
Addlestone,
Surrey,
United Kingdom,
KT15 2QS","02789023","85100,
85200,
85310",12,24,-100,-100,0,2,18,82,37,63,34,66,44,56,"http://www.stgeorgesweybridge.com/uploads/redactor_rails/document/data/7287/Gender_Pay_Reporting_Commentary_April_2018_-_Final.pdf","Greg Cole (Bursar & Clerk to the Governors)","250 to 499","St George's Weybridge","False"
"288915","0","ANNA VICTORIA NURSING HOME                                                                                                                            ","R","MEMORANDUM  AND ARTICLES INCORPORATED 28/02/1984&#x0D;
AS AMENDED BY CERTIFICATE OF INCORPORATION ON CHANGE OF NAME DATED 09/01/1986&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 31/03/2011;","NOT DEFINED","","F","","Mr Adrian Bray","PILGRIMS' FRIEND SOCIETY","175 TOWER BRIDGE ROAD","LONDON","","","0300 303 1405                      ","","PILGRIMS' FRIEND SOCIETY","175, Tower Bridge Road,
London,
SE1 2AL","03027071","87300,
88100",18,13.1,0,0,0,0,9.3,90.7,16.3,83.7,14.4,85.6,32.7,67.3,"https://www.pilgrimsfriend.org.uk","Phil Wainwright (Director of HR)","250 to 499","PILGRIMS' FRIEND SOCIETY","True"
"281376","0","FRIENDS OF MILTON KEYNES HOSPITAL AND COMMUNITY                                                                                                       ","R","CONSTITUTION ADOPTED 4TH JUNE 1980 AS AMENDED 19TH JULY 1999 AS AMENDED 22ND SEPTEMBER 2003.;","NOT DEFINED IN PRACTICE THE MILTON KEYNES HOSPITAL","","F","","FRIENDS OF MILTON KEYNES HOSPITAL & COMMUNITY","MILTON KEYNES HOSPITAL","STANDING WAY","EAGLESTONE","MILTON KEYNES","","01908 375860","","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","Standing Way,
Eaglestone,
Milton Keynes,
Buckinghamshire,
United Kingdom,
MK6 5LD","","1,
86210",28.6,15.2,36.6,52.2,5.3,0.6,19.6,80.4,14.2,85.8,12.4,87.6,34.4,65.6,"http://www.mkhospital.nhs.uk/index.php?view=list&slug=equality-and-diversity&option=com_docman&layout=table&Itemid=646","","1000 to 4999","Milton Keynes Hospital Nhs Foundation Trust","False"
"1054015","0","TENOVUS CANCER CARE","R","MEMORANDUM AND ARTICLES OF ASSOCIATION INCORPORATED 3 DECEMBER 1968 AMENDED BY SPECIAL RESOLUTION DATED 19 MARCH 1996, 16 SEPTEMBER 2008 AND 16 MARCH 2009.&#x0D;
AS AMENDED BY CERTIFICATE OF INCORPORATION ON CHANGE OF NAME DATED 19/03/2015;","NOT DEFINED","","F","","Mrs Claudia McVie","GLEIDER HOUSE                      ","TY GLAS ROAD                       ","CARDIFF                            ","","","","","TENOVUS CANCER CARE","Gleider House 9th Floor Ty Glas Road, Llanishen,
Cardiff,
CF14 5BD","00943501","86900",16.4,33.8,0,0,0,0,7,93,13,87,25,75,28,72,"","Julie Rees (Director of People and Development)","250 to 499","TENOVUS CANCER CARE","False"
"1091434","0","NURSING AND MIDWIFERY COUNCIL","R","THE NURSING AND MIDWIFERY ORDER 2001;","NOT DEFINED","","F","","Nursing and Midwifery Council","N M C","23 PORTLAND PLACE","LONDON","","","","","NURSING AND MIDWIFERY COUNCIL","23 Portland Place,
London,
W1B 1PZ","","1",1.9,3.7,0,0,0,0,33,67,34,66,38,62,36,64,"https://www.nmc.org.uk/about-us/reports-and-accounts/gender-pay-gap-report/","","500 to 999","Nursing and Midwifery Council","False"
"279242","0","THE RESPONSIVE EARTH TRUST                                                                                                                            ","R","TRUST DEED DATED 19/09/1979&#x0D;
AS AMENDED ON 02/12/2013;","NOT DEFINED","","F","","MR IAN CLEMENTS","Ruskin Mill","Millbottom","Nailsworth","Stroud","","","","RUSKIN MILL TRUST LIMITED","COMPANY SECRETARY,
Ruskin Mill Mill Bottom,
Old Bristol Road,
Nailsworth,
Glos,
United Kingdom,
GL6 0LA","07252866","85590",5.7,9.3,0,0,0,0,33.3,66.7,41.7,58.3,46.2,53.8,45.1,54.9,"http://www.rmt.org/wp-content/uploads/2018/04/Ruskin-Mill-Trust-Gender-Pay-Report-Published-April-2018.pdf","Ian Turner (Director of People, Employee Engagement and PSTE)","500 to 999","RUSKIN MILL TRUST LIMITED","False"
"528895","0","FRIENDS OF BIRMINGHAM MUSEUMS AND ART GALLERY                                                                                                         ","R","RULES ADOPTED 22ND MAY 1969;","NOT DEFINED","","F","","MRS Melissa Hughes","BIRMINGHAM MUSEUM & ART GALLERY","CHAMBERLAIN SQUARE","BIRMINGHAM","","","0121 348 8330                      ","","BIRMINGHAM MUSEUMS TRUST","Birmingham Museum And Art Gallery,
Chamberlain Square,
Birmingham,
United Kingdom,
B3 3DH","07737797","91020",-3.7,3.8,0,0,0,0,39.5,60.5,31.2,68.8,38.8,61.2,36.7,63.3,"http://www.birminghammuseums.org.uk/about/our-organisation/policies-plans-and-reports","Robert Phillips (Human Resources Manager)","250 to 499","Birmingham Museums Trust","False"
"528384","0","HARPER ADAMS UNIVERSITY COLLEGE                                                                                                                       ","R","SCHEME DATED 03/02/1988&#x0D;
AS AMENDED BY SCHEME DATED 13/08/1991&#x0D;
AS AMENDED BY ORDER DATED 01/08/2012;","NOT DEFINED.","","F","","DR Catherine Baxter","HARPER ADAMS UNIVERSITY COLLEGE","EDGMOND","NEWPORT","","","01952820280                        ","","HARPER ADAMS UNIVERSITY","Harper Adams University,
Edgmond,
Newport,
TF10 8NB","08049710","1",27.7,37.4,100,100,0.2,0,17.4,82.6,34.8,65.2,40.4,59.6,62.1,37.9,"http://harper.ac.uk/gpg-report-2018","","500 to 999","Harper Adams University","False"
"1152186","0","VIBRANCE","R","MEMORANDUM  AND ARTICLES INCORPORATED 28 MAR 2013&#x0D;
AS AMENDED BY CERTIFICATE OF INCORPORATION ON CHANGE OF NAME DATED 05/07/2013;","","","F","","MR PAUL ALLEN","R C H L","2 CAXTON PLACE","RODEN STREET","ILFORD","ESSEX","020 8477 1800","","VIBRANCE","Unit 2 Caxton Place,
Roden Street,
Ilford,
United Kingdom,
IG1 2AH","08466095","87200",3.4,0,0,0,0,0,12,88,33,67,26,74,20,80,"https://www.vibrance.org.uk/wp-content/uploads/2018/03/Vibrance-Gender-Pay-Gap.pdf","Paul Allen (Chief Executive)","250 to 499","Vibrance","False"
"1159092","0","LIFE LEISURE TRUST","R","MEMORANDUM  AND ARTICLES INCORPORATED 21/03/2014&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 13/10/2014;","THROUGHOUT WALES","","F","","Dione Morris","Regain Building","Mill Lane","Ebbw Vale","","","01495 355606           ","","LIFE LEISURE TRUST","Regain, Mill Lane,
Ebbw Vale,
NP23 6GR","08951503","85590,
90040,
91011,
93110",15.4,14.2,0,0,0,0,16,84,34,66,66,34,54,46,"https://aneurinleisure.org.uk/public-documents","Anthony Hughes (Managing Director)","Less than 250","LIFE LEISURE TRUST","False"
"212799","0","MERCHANT NAVY WELFARE BOARD                                                                                                                           ","R","MEMORANDUM  AND ARTICLES INCORPORATED 23/04/1948&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 20/05/2010&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 07/06/2010&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 14/08/2015;","NATIONAL AND OVERSEAS","","F","","MR Peter Dawson TOMLIN Mr","MERCHANT NAVY WELFARE BOARD","8 CUMBERLAND PLACE","SOUTHAMPTON","","","02380337799","","CITY CATERING SOUTHAMPTON","2nd Floor Latimer House,
5-7 Cumberland Place,
Southampton,
United Kingdom,
SO15 2BH","09331784","56290",51.4,51.2,0,0,0,0,0,100,0,100,2.1,97.9,10.4,89.6,"http://www.citycateringsouthampton.co.uk/gender-pay-gap","Rachel Hall (Chief Executive)","250 to 499","City Catering Southampton","False"
"1162220","0","NEWPORT LIVE","R","MEMORANDUM  AND ARTICLES INCORPORATED 24/11/2014;","NEWPORT","","F","","MR STEVE WARD","NEWPORT INTERNATIONAL SPORT VILLAGE","VELODROME WAY","","NEWPORT","GWENT","01633 656757","","NEWPORT LIVE","Newport International Sport Village,
Regional Swimming Pool And Tennis Centre,
Newport,
Wales,
United Kingdom,
NP19 4RB","09323582","90040,
93110",4,4,0,0,0,0,33,67,46,54,51,49,49,51,"http://www.newportlive.co.uk/","Ian Colbourne (Director of Finance and Resources)","250 to 499","Newport Live","False"
"205793","0","THE ROYAL MASONIC HOSPITAL                                                                                                                            ","R","HIGH COURT SCHEME OF 21ST OCTOBER 1986 AND DETERMINATION ORDER 27TH NOVEMBER 1986 AND ORDER OF THE HIGH COURT OF 20TH JULY 1999 AS AMENDED BY RESOLUTION DATED 16 SEPTEMBER 2010;","NOT DEFINED","","F","","MISS ANNETTE CAMPBELL","The Masonic Charitable Foundation  ","Freemasons Hall                    ","60 Great Queen Street              ","LONDON                             ","","020 3146 3304                      ","","THE ROYAL MASONIC BENEVOLENT INSTITUTION CARE COMPANY","60 Great Queen Street,
London,
United Kingdom,
WC2B 5AZ","01293566","87100",14.4,0.1,-12,0.1,2.4,1,13,87,32,68,17,83,75,25,"https://www.rmbi.org.uk/gender-pay-gap-report","Louise Bateman (Human Resources Director)","1000 to 4999","THE ROYAL MASONIC BENEVOLENT INSTITUTION CARE COMPANY","False"
"1169071","0","LINCS INSPIRE LIMITED","R","MEMORANDUM  AND ARTICLES INCORPORATED 14 NOV 2012&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 30 JUN 2016&#x0D;
AS REGISTERED AT COMPANIES HOUSE ON 12 AUG 2016;","","","F","","Dick Marshall","BRADLEY FOOTBALL DEVELOPMENT CENTRE","BRADLEY ROAD","GRIMSBY","","","","","LINCS INSPIRE LIMITED","Bradley Football Development Centre,
Bradley Road,
Grimsby,
South Humberside,
England,
DN37 0AG","08293679","90010,
91011,
91012,
93110",-2.7,-2.4,0,0,0,0,39,61,40,60,26,74,32,68,"","Susan Wells (Cheif Executive Officer)","500 to 999","LINCS INSPIRE LIMITED","False"
"1137327","0","NORTH STOCKTON ACADEMY ENDOWMENT FUND                                                                                                                 ","R","TRUST DEED DATED 26/03/2010&#x0D;
AS AMENDED BY RESOLUTION DATED 07/09/2012&#x0D;
AS AMENDED BY RESOLUTION DATED 23/11/2012;","UNDEFINED. IN PRACTICE, LOCAL","","F","","MR P PARISH","NORTHERN EDUCATION TRUST","FABRAM CENTRE","COBALT BUSINESS EXCHANGE","SILVERLINK","NEWCASTLE UPON TYNE","0191 2804623","","Northern Education Trust","Cobalt Business Exchange Central Unit 5, Silver Fox Way,
Cobalt Business Park,
Newcastle Upon Tyne,
Tyne And Wear,
United Kingdom,
NE27 0QJ","07189647","1,
85200,
85310",23.9,27.3,0,0,0,0,13,87,21,79,33,67,37,63,"http://www.northerneducationtrust.org/about/pay-gap-report","","1000 to 4999","Northern Education Trust","False"
"1140852","1","THE WILF WARD FAMILY TRUST 1986","R","TRUST DEED DATED 7 NOVEMBER 1986 AS AMENDED BY SUPPLEMENTAL DEED DATED 24 JULY 2001;","NORTH YORKSHIRE OR ELSEWHERE IN THE UNITED KINGDOM","","F","","CATH SELL","Wilf Ward Family Trust","5 Westgate","Pickering","","","","","The Wilf Ward Family Trust","Westgate House,
5 Westgate,
Pickering,
North Yorkshire,
United Kingdom,
YO18 8BA","07568318","87200,
87900,
88990",1.1,-0.6,-100,-100,0,1.8,22.3,77.7,23.7,76.3,19.1,80.9,16,84,"http://www.wilfward.org.uk","Paul McCay (Chief Executive)","500 to 999","The Wilf Ward Family Trust","False"
"1140852","0","THE WILF WARD FAMILY TRUST                                                                                                                            ","R","MEMORANDUM  AND ARTICLES INCORPORATED 17/03/2011&#x0D;
AS AMENDED BY SPECIAL RESOLUTION(S) DATED 09/10/2015;","","","F","","MRS CATH SELL","WESTGATE HOUSE                     ","5 WESTGATE                         ","PICKERING                          ","NORTH YORKSHIRE                    ","","01751 474740","","The Wilf Ward Family Trust","Westgate House,
5 Westgate,
Pickering,
North Yorkshire,
United Kingdom,
YO18 8BA","07568318","87200,
87900,
88990",1.1,-0.6,-100,-100,0,1.8,22.3,77.7,23.7,76.3,19.1,80.9,16,84,"http://www.wilfward.org.uk","Paul McCay (Chief Executive)","500 to 999","The Wilf Ward Family Trust","False"
"1142294","0","AGE UK LANCASHIRE","R","MEMORANDUM  AND ARTICLES INCORPORATED 23/03/2010;","","","F","","MRS Sue Bailey","Suite 22                           ","Railway House                      ","Railway Road                       ","Chorley                            ","Lancs                              ","","","AGE UK LANCASHIRE","Suite 22, Railway House,
Railway Road,
Chorley,
Lancashire,
England,
PR6 0HW","07200267","88100",11.6,5.9,0,0,0,0,4.8,95.2,6.4,93.6,11.1,88.9,15.9,84.1,"","Vivien Mumford (Chair of Board of Trustees)","250 to 499","AGE UK LANCASHIRE","True"
"1143101","0","UNIVERSITY OF HERTFORDSHIRE STUDENTS' UNION                                                                                                           ","R","Memorandum                                                                                                                                            ;","","","F","","PHILIP MACKAY","University of Hertfordshire","College Lane","Hatfield","","","01707285000                        ","","UNIVERSITY OF HERTFORDSHIRE STUDENTS' UNION","University Of Hertfordshire, College Lane,
Hatfield,
Hertfordshire,
AL10 9AB","07703890","94990",-1,0,0,0,0,0,27,73,38,62,29,71,33,67,"https://hertfordshire.su/your-union/jobsandcareers/","Christine Dixon (Director of Finance & Resources)","250 to 499","UNIVERSITY OF HERTFORDSHIRE STUDENTS' UNION","False"
"1144035","0","THE LEYS AND ST FAITH'S SCHOOLS FOUNDATION                                                                                                            ","R","MEMORANDUM  AND ARTICLES INCORPORATED 22/08/2011;","","","F","","MR PAUL MCKEOWN","THE LEYS SCHOOL","FEN CAUSEWAY","CAMBRIDGE","","","01223 508900","","The Leys And St Faith's Schools Foundation","The Leys School,
Trumpington Road,
Cambridge,
Cambridgeshire,
United Kingdom,
CB2 7AD","07748737","1,
85200,
85310",18.2,27.1,0,0,0,0,29.4,70.6,31.7,68.3,31.7,68.3,56.9,43.1,"http://www.theleys.net/413/about-us/policies","","250 to 499","The Leys And St Faith's Schools Foundation","False"
"1144035","4","THE WAR MEMORIAL FUND                                                                                                                                 ","RM","DECLARATION OF TRUST EXECUTED 12 MARCH 1949 AMENDED BY SUPPLEMENTAL DEED EXECUTED 4 DECEMBER 1993;","NOT DEFINED","","F","","","","","","","","","","The Leys And St Faith's Schools Foundation","The Leys School,
Trumpington Road,
Cambridge,
Cambridgeshire,
United Kingdom,
CB2 7AD","07748737","1,
85200,
85310",18.2,27.1,0,0,0,0,29.4,70.6,31.7,68.3,31.7,68.3,56.9,43.1,"http://www.theleys.net/413/about-us/policies","","250 to 499","The Leys And St Faith's Schools Foundation","False"
"1144035","1","THE LEYS AND SAINT FAITH'S SCHOOLS FOUNDATION,                                                                                                        ","R","SCHEME DATED 30/12/2011;","NOT DEFINED","","F","","MR P D MCKEOWN BA","THE LEYS SCHOOL","FEN CAUSEWAY","CAMBRIDGE","","","01223 508 900","","The Leys And St Faith's Schools Foundation","The Leys School,
Trumpington Road,
Cambridge,
Cambridgeshire,
United Kingdom,
CB2 7AD","07748737","1,
85200,
85310",18.2,27.1,0,0,0,0,29.4,70.6,31.7,68.3,31.7,68.3,56.9,43.1,"http://www.theleys.net/413/about-us/policies","","250 to 499","The Leys And St Faith's Schools Foundation","False"
"1144035","3","THE LEYS SCHOOL ENDOWMENT FUND                                                                                                                        ","R","DECLARATION OF TRUST DATED 14 NOV. 1923;","NOT DEFINED","","F","","","","","","","","","","The Leys And St Faith's Schools Foundation","The Leys School,
Trumpington Road,
Cambridge,
Cambridgeshire,
United Kingdom,
CB2 7AD","07748737","1,
85200,
85310",18.2,27.1,0,0,0,0,29.4,70.6,31.7,68.3,31.7,68.3,56.9,43.1,"http://www.theleys.net/413/about-us/policies","","250 to 499","The Leys And St Faith's Schools Foundation","False"
